orderid,customerid,noguest,tableno,intime,outtime,dinetypeid,paymentid,total,discount,netpay,vat,isposted,username
4411,ZF1,1,2,2003-10-05 19:24:00,2003-10-05 20:44:00,EI,MC,580.00,24.00,556.00,36.37,false,dbo
4412,ZF1,3,2,2003-10-05 19:27:00,2003-10-05 21:19:00,EI,MC,380.00,19.00,361.00,23.62,false,dbo
4413,ZM1,1,2,2003-10-05 19:28:00,2003-10-05 21:10:00,EI,MC,160.00,5.50,154.50,10.11,false,dbo
4414,PJ1,3,4,2003-10-05 19:48:00,2003-10-05 21:16:00,EI,MC,300.00,10.00,290.00,18.97,false,dbo
4415,ZF1,3,1,2003-10-05 20:10:00,2003-10-05 21:51:00,EI,MC,760.00,33.00,727.00,47.56,false,dbo
4416,PH1,1,3,2003-10-06 12:00:00,2003-10-06 13:53:00,EI,CASH,330.00,0.00,330.00,21.59,false,dbo
4417,AC1,3,5,2003-10-06 12:05:00,2003-10-06 14:03:00,EI,MC,860.00,43.00,817.00,53.45,false,dbo
4418,RH2,3,5,2003-10-06 18:50:00,2003-10-06 20:36:00,EI,AMEX,300.00,0.00,300.00,19.63,false,dbo
4419,PJ1,3,5,2003-10-06 18:55:00,2003-10-06 20:55:00,EI,CASH,200.00,0.00,200.00,13.08,false,dbo
4420,ZF1,1,0,2003-10-07 11:50:00,2003-10-07 12:17:00,TG,CASH,210.00,0.00,210.00,13.74,false,dbo
4421,CS1,1,5,2003-10-07 11:59:00,2003-10-07 14:01:00,EI,VISA,300.00,0.00,300.00,19.63,false,dbo
4422,ZM1,1,8,2003-10-07 19:08:00,2003-10-07 21:23:00,EI,CASH,640.00,0.00,640.00,41.87,false,dbo
4423,ZF1,3,2,2003-10-07 19:26:00,2003-10-07 21:16:00,EI,AMEX,280.00,0.00,280.00,18.32,false,dbo
4424,ZM1,1,4,2003-10-07 19:41:00,2003-10-07 20:50:00,EI,MC,130.00,6.50,123.50,8.08,false,dbo
4425,ZM1,3,4,2003-10-07 19:47:00,2003-10-07 20:59:00,EI,MC,810.00,40.50,769.50,50.34,false,dbo
4426,ZM1,3,3,2003-10-08 10:37:00,2003-10-08 11:58:00,EI,CASH,905.00,0.00,905.00,59.21,false,dbo
4427,ZM1,3,1,2003-10-08 11:17:00,2003-10-08 12:14:00,EI,VISA,85.00,0.00,85.00,5.56,false,dbo
4428,ZF1,1,2,2003-10-08 12:23:00,2003-10-08 13:37:00,EI,CASH,130.00,0.00,130.00,8.50,false,dbo
2285,ZF1,4,3,2002-11-23 18:35:00,2002-11-23 19:05:00,EI,CASH,1110.00,151.50,958.50,62.71,false,dbo
2286,ZF1,4,5,2002-11-23 18:57:00,2002-11-23 19:30:00,EI,CASH,1290.00,193.50,1096.50,71.73,false,dbo
2287,ZM1,2,1,2002-11-23 19:01:00,2002-11-23 21:13:00,EI,CASH,90.00,0.00,90.00,5.89,false,dbo
2288,ZM1,2,5,2002-11-23 19:05:00,2002-11-23 19:52:00,EI,AMEX,245.00,0.00,245.00,16.03,false,dbo
2289,ZF1,4,9,2002-11-23 19:09:00,2002-11-23 21:00:00,EI,MC,820.00,41.00,779.00,50.96,false,dbo
2290,ZF1,1,2,2002-11-23 19:23:00,2002-11-23 21:37:00,EI,CHK,190.00,0.00,190.00,12.43,false,dbo
2291,ZM1,1,3,2002-11-23 19:32:00,2002-11-23 20:28:00,EI,CASH,200.00,0.00,200.00,13.08,false,dbo
2292,PJ1,4,4,2002-11-23 19:40:00,2002-11-23 21:57:00,EI,MC,200.00,7.50,192.50,12.59,false,dbo
2293,ZF1,4,5,2002-11-23 20:05:00,2002-11-23 21:26:00,EI,VISA,2220.00,414.00,1806.00,118.15,false,dbo
2294,ZF1,3,7,2002-11-23 20:07:00,2002-11-23 20:40:00,EI,MC,670.00,28.50,641.50,41.97,false,dbo
2295,ZM1,2,1,2002-11-23 20:12:00,2002-11-23 21:52:00,EI,MC,485.00,19.25,465.75,30.47,false,dbo
2296,PJ1,2,4,2002-11-24 10:46:00,2002-11-24 11:40:00,EI,CASH,820.00,0.00,820.00,53.64,false,dbo
2297,PJ1,1,5,2002-11-24 10:59:00,2002-11-24 12:29:00,EI,CHK,180.00,0.00,180.00,11.78,false,dbo
2298,ZF1,3,5,2002-11-24 11:05:00,2002-11-24 12:24:00,EI,VISA,540.00,0.00,540.00,35.33,false,dbo
2299,ZM1,4,1,2002-11-24 11:19:00,2002-11-24 13:36:00,EI,AMEX,1265.00,116.50,1148.50,75.14,false,dbo
2300,ZM1,1,0,2002-11-24 11:40:00,2002-11-24 11:56:00,TG,CASH,190.00,0.00,190.00,12.43,false,dbo
2301,ZF1,4,8,2002-11-24 12:08:00,2002-11-24 13:16:00,EI,VISA,270.00,0.00,270.00,17.66,false,dbo
4472,ZM1,3,5,2003-10-15 19:53:00,2003-10-15 21:54:00,EI,MC,595.00,22.25,572.75,37.47,false,dbo
4473,ZM1,3,3,2003-10-16 18:30:00,2003-10-16 19:42:00,EI,CASH,1830.00,274.50,1555.50,101.76,false,dbo
4474,PH1,6,1,2003-10-16 20:16:00,2003-10-16 21:31:00,EI,MC,2240.00,448.00,1792.00,117.23,false,dbo
4475,ZF1,3,2,2003-10-17 11:25:00,2003-10-17 12:03:00,EI,CASH,1085.00,155.25,929.75,60.82,false,dbo
4476,ZF1,3,3,2003-10-17 12:00:00,2003-10-17 12:44:00,EI,CASH,525.00,0.00,525.00,34.35,false,dbo
4477,CS1,1,9,2003-10-17 12:09:00,2003-10-17 13:27:00,EI,CASH,400.00,0.00,400.00,26.17,false,dbo
4478,ZM1,1,1,2003-10-17 12:10:00,2003-10-17 13:37:00,EI,MC,280.00,14.00,266.00,17.40,false,dbo
4479,PH1,1,2,2003-10-17 12:28:00,2003-10-17 13:39:00,EI,CASH,90.00,0.00,90.00,5.89,false,dbo
4480,CS1,1,0,2003-10-17 18:29:00,2003-10-17 18:56:00,TG,CASH,1325.00,191.25,1133.75,74.17,false,dbo
4481,PJ1,5,5,2003-10-17 18:58:00,2003-10-17 21:14:00,EI,CASH,1160.00,159.00,1001.00,65.49,false,dbo
4482,ZF1,3,3,2003-10-17 19:34:00,2003-10-17 20:23:00,EI,VISA,210.00,0.00,210.00,13.74,false,dbo
4483,ZM1,1,5,2003-10-17 19:55:00,2003-10-17 21:51:00,EI,VISA,70.00,0.00,70.00,4.58,false,dbo
4484,ZM1,1,1,2003-10-17 20:12:00,2003-10-17 21:53:00,EI,CASH,450.00,0.00,450.00,29.44,false,dbo
4485,RH1,5,1,2003-10-17 20:18:00,2003-10-17 21:37:00,EI,MC,1210.00,111.00,1099.00,71.90,false,dbo
4486,ZM1,3,3,2003-10-18 19:03:00,2003-10-18 20:03:00,EI,CHK,435.00,0.00,435.00,28.46,false,dbo
4487,PJ1,3,8,2003-10-18 19:08:00,2003-10-18 21:14:00,EI,MC,630.00,24.00,606.00,39.64,false,dbo
4488,ZM1,1,3,2003-10-18 19:36:00,2003-10-18 20:37:00,EI,CASH,440.00,0.00,440.00,28.79,false,dbo
4489,PH1,1,3,2003-10-18 19:39:00,2003-10-18 21:49:00,EI,CASH,360.00,0.00,360.00,23.55,false,dbo
4490,ZF1,1,4,2003-10-18 19:41:00,2003-10-18 21:36:00,EI,CHK,680.00,0.00,680.00,44.49,false,dbo
4491,PJ1,1,7,2003-10-18 20:07:00,2003-10-18 21:00:00,EI,VISA,40.00,0.00,40.00,2.62,false,dbo
4492,ZM1,1,9,2003-10-18 20:09:00,2003-10-18 22:31:00,EI,MC,370.00,18.50,351.50,23.00,false,dbo
4493,PJ1,1,1,2003-10-18 20:12:00,2003-10-18 21:25:00,EI,CASH,950.00,0.00,950.00,62.15,false,dbo
4494,ZF1,1,1,2003-10-18 20:16:00,2003-10-18 21:23:00,EI,CASH,665.00,0.00,665.00,43.50,false,dbo
4495,ZF1,1,2,2003-10-19 12:24:00,2003-10-19 14:04:00,EI,CASH,495.00,0.00,495.00,32.38,false,dbo
4496,ZM1,3,4,2003-10-19 18:47:00,2003-10-19 20:17:00,EI,MC,600.00,30.00,570.00,37.29,false,dbo
4497,RH1,1,5,2003-10-19 18:50:00,2003-10-19 19:55:00,EI,CASH,1050.00,0.00,1050.00,68.69,false,dbo
4498,CS1,1,5,2003-10-19 18:53:00,2003-10-19 20:20:00,EI,CASH,160.00,0.00,160.00,10.47,false,dbo
4499,CS1,1,5,2003-10-19 20:05:00,2003-10-19 22:13:00,EI,VISA,930.00,0.00,930.00,60.84,false,dbo
4500,ZF1,1,0,2003-10-19 20:07:00,2003-10-19 20:34:00,TG,MC,450.00,22.50,427.50,27.97,false,dbo
4501,PH1,3,1,2003-10-19 20:14:00,2003-10-19 21:38:00,EI,AMEX,1650.00,165.00,1485.00,97.15,false,dbo
4502,ZF1,3,4,2003-10-20 18:44:00,2003-10-20 20:51:00,EI,CASH,450.00,0.00,450.00,29.44,false,dbo
4503,ZM1,1,2,2003-10-20 19:24:00,2003-10-20 20:37:00,EI,MC,160.00,8.00,152.00,9.94,false,dbo
4504,PJ1,3,3,2003-10-20 19:37:00,2003-10-20 20:46:00,EI,CASH,430.00,0.00,430.00,28.13,false,dbo
4505,ZF1,3,4,2003-10-21 11:49:00,2003-10-21 14:07:00,EI,CASH,680.00,0.00,680.00,44.49,false,dbo
4506,RH2,3,3,2003-10-21 19:34:00,2003-10-21 20:43:00,EI,MC,300.00,12.50,287.50,18.81,false,dbo
4249,PH1,2,2,2003-09-11 12:24:00,2003-09-11 13:40:00,EI,AMEX,990.00,0.00,990.00,64.77,false,dbo
2338,ZM1,4,3,2002-11-30 11:30:00,2002-11-30 12:50:00,EI,CHK,90.00,0.00,90.00,5.89,false,dbo
2339,ZM1,1,3,2002-11-30 11:33:00,2002-11-30 12:44:00,EI,CASH,520.00,0.00,520.00,34.02,false,dbo
2340,ZF1,1,0,2002-11-30 11:38:00,2002-11-30 11:54:00,TG,CASH,240.00,0.00,240.00,15.70,false,dbo
2341,ZF1,4,7,2002-11-30 12:07:00,2002-11-30 13:04:00,EI,CASH,1945.00,284.25,1660.75,108.65,false,dbo
2342,ZF1,2,5,2002-11-30 18:55:00,2002-11-30 20:44:00,EI,MC,410.00,15.50,394.50,25.81,false,dbo
2343,ZF1,4,5,2002-11-30 18:58:00,2002-11-30 20:02:00,EI,CASH,410.00,0.00,410.00,26.82,false,dbo
2344,ZF1,3,1,2002-11-30 19:01:00,2002-11-30 20:27:00,EI,CASH,390.00,0.00,390.00,25.51,false,dbo
2345,ZF1,6,2,2002-11-30 19:29:00,2002-11-30 20:51:00,EI,CASH,1320.00,198.00,1122.00,73.40,false,dbo
2346,PJ1,3,1,2002-11-30 20:14:00,2002-11-30 22:37:00,EI,MC,440.00,17.00,423.00,27.67,false,dbo
2347,ZF1,3,5,2002-12-01 10:52:00,2002-12-01 11:46:00,EI,CASH,290.00,0.00,290.00,18.97,false,dbo
2348,PJ1,2,3,2002-12-01 11:03:00,2002-12-01 12:45:00,EI,CASH,480.00,0.00,480.00,31.40,false,dbo
2349,ZF1,2,8,2002-12-01 11:08:00,2002-12-01 12:28:00,EI,CASH,330.00,0.00,330.00,21.59,false,dbo
2350,ZM1,4,1,2002-12-01 11:11:00,2002-12-01 12:24:00,EI,CASH,300.00,0.00,300.00,19.63,false,dbo
2351,ZM1,1,2,2002-12-01 11:26:00,2002-12-01 12:07:00,EI,MC,1020.00,46.00,974.00,63.72,false,dbo
2352,ZM1,4,3,2002-12-01 11:33:00,2002-12-01 12:17:00,EI,MC,1170.00,102.00,1068.00,69.87,false,dbo
2353,ZF1,3,3,2002-12-01 18:35:00,2002-12-01 19:26:00,EI,CASH,220.00,0.00,220.00,14.39,false,dbo
2354,ZF1,6,4,2002-12-01 18:42:00,2002-12-01 20:31:00,EI,CASH,1225.00,183.75,1041.25,68.12,false,dbo
2355,RH1,4,4,2002-12-01 18:49:00,2002-12-01 21:10:00,EI,CASH,350.00,0.00,350.00,22.90,false,dbo
2356,ZM1,5,3,2002-12-01 19:35:00,2002-12-01 21:27:00,EI,MC,1905.00,180.50,1724.50,112.82,false,dbo
2357,PH1,6,4,2002-12-01 19:44:00,2002-12-01 22:04:00,EI,CASH,1710.00,234.00,1476.00,96.56,false,dbo
2358,ZM1,4,4,2002-12-01 19:45:00,2002-12-01 20:40:00,EI,CASH,200.00,0.00,200.00,13.08,false,dbo
2359,ZM1,6,4,2002-12-01 19:46:00,2002-12-01 20:37:00,EI,CASH,1400.00,187.50,1212.50,79.32,false,dbo
2360,RH1,1,0,2002-12-01 19:52:00,2002-12-01 20:08:00,TG,VISA,650.00,0.00,650.00,42.52,false,dbo
2361,PH1,5,5,2002-12-01 19:58:00,2002-12-01 21:36:00,EI,CHK,1500.00,150.00,1350.00,88.32,false,dbo
2362,PJ1,3,1,2002-12-01 20:10:00,2002-12-01 20:41:00,EI,CASH,560.00,0.00,560.00,36.64,false,dbo
2363,ZF1,3,1,2002-12-01 20:14:00,2002-12-01 21:32:00,EI,MC,20.00,1.00,19.00,1.24,false,dbo
2364,ZM1,4,3,2002-12-02 11:03:00,2002-12-02 12:49:00,EI,CASH,290.00,0.00,290.00,18.97,false,dbo
2365,ZM1,3,4,2002-12-02 18:46:00,2002-12-02 20:15:00,EI,CASH,480.00,0.00,480.00,31.40,false,dbo
2366,ZF1,2,2,2002-12-02 19:24:00,2002-12-02 20:04:00,EI,CASH,600.00,0.00,600.00,39.25,false,dbo
2367,PJ1,3,4,2002-12-03 10:48:00,2002-12-03 12:38:00,EI,CASH,405.00,0.00,405.00,26.50,false,dbo
2368,ZM1,3,5,2002-12-03 11:05:00,2002-12-03 13:29:00,EI,MC,310.00,15.50,294.50,19.27,false,dbo
2369,PJ1,2,1,2002-12-03 12:13:00,2002-12-03 13:45:00,EI,CASH,200.00,0.00,200.00,13.08,false,dbo
2370,ZM1,3,5,2002-12-03 18:55:00,2002-12-03 20:41:00,EI,CASH,1660.00,234.00,1426.00,93.29,false,dbo
4507,PJ1,3,3,2003-10-22 10:33:00,2003-10-22 12:03:00,EI,CHK,410.00,0.00,410.00,26.82,false,dbo
4508,ZM1,1,3,2003-10-22 11:36:00,2003-10-22 12:44:00,EI,MC,200.00,5.00,195.00,12.76,false,dbo
4509,PJ1,3,2,2003-10-22 12:22:00,2003-10-22 13:27:00,EI,CASH,245.00,0.00,245.00,16.03,false,dbo
4510,PH1,3,3,2003-10-22 18:38:00,2003-10-22 20:11:00,EI,AMEX,1085.00,0.00,1085.00,70.98,false,dbo
4511,ZM1,3,4,2003-10-22 18:45:00,2003-10-22 19:54:00,EI,MC,1320.00,122.00,1198.00,78.37,false,dbo
4512,ZM1,1,5,2003-10-22 19:58:00,2003-10-22 20:54:00,EI,MC,205.00,10.25,194.75,12.74,false,dbo
4513,ZF1,3,3,2003-10-22 20:03:00,2003-10-22 21:36:00,EI,CASH,145.00,0.00,145.00,9.49,false,dbo
4514,ZM1,3,4,2003-10-23 10:44:00,2003-10-23 11:30:00,EI,CHK,65.00,0.00,65.00,4.25,false,dbo
4515,ZF1,3,9,2003-10-23 11:09:00,2003-10-23 11:38:00,EI,VISA,645.00,0.00,645.00,42.20,false,dbo
4516,ZF1,1,2,2003-10-23 11:29:00,2003-10-23 12:46:00,EI,CASH,795.00,0.00,795.00,52.01,false,dbo
4517,ZF1,1,5,2003-10-23 18:55:00,2003-10-23 20:12:00,EI,CASH,200.00,0.00,200.00,13.08,false,dbo
4518,ZM1,1,4,2003-10-23 19:49:00,2003-10-23 20:19:00,EI,CASH,450.00,0.00,450.00,29.44,false,dbo
4519,PH1,3,4,2003-10-24 10:45:00,2003-10-24 12:20:00,EI,AMEX,1230.00,108.00,1122.00,73.40,false,dbo
4520,ZF1,1,0,2003-10-24 10:52:00,2003-10-24 11:19:00,TG,MC,1400.00,130.00,1270.00,83.08,false,dbo
4521,ZF1,1,1,2003-10-24 11:17:00,2003-10-24 13:36:00,EI,CASH,700.00,0.00,700.00,45.79,false,dbo
4522,ZM1,3,2,2003-10-24 11:26:00,2003-10-24 13:07:00,EI,MC,250.00,10.00,240.00,15.70,false,dbo
4523,ZF1,1,3,2003-10-24 18:38:00,2003-10-24 19:47:00,EI,CASH,265.00,0.00,265.00,17.34,false,dbo
4524,ZF1,1,4,2003-10-24 18:41:00,2003-10-24 19:35:00,EI,VISA,875.00,0.00,875.00,57.24,false,dbo
4525,ZF1,1,3,2003-10-24 19:34:00,2003-10-24 20:46:00,EI,CASH,380.00,0.00,380.00,24.86,false,dbo
4526,RH1,3,4,2003-10-24 19:48:00,2003-10-24 21:49:00,EI,CASH,1990.00,276.00,1714.00,112.13,false,dbo
4527,ZF1,1,5,2003-10-24 19:57:00,2003-10-24 21:43:00,EI,CHK,290.00,0.00,290.00,18.97,false,dbo
4528,ZF1,3,5,2003-10-24 19:57:00,2003-10-24 22:13:00,EI,VISA,360.00,0.00,360.00,23.55,false,dbo
4529,RH2,3,5,2003-10-24 20:05:00,2003-10-24 22:02:00,EI,MC,1245.00,124.50,1120.50,73.30,false,dbo
4530,ZF1,3,1,2003-10-25 11:19:00,2003-10-25 12:35:00,EI,CASH,475.00,0.00,475.00,31.07,false,dbo
4531,ZM1,1,3,2003-10-25 18:30:00,2003-10-25 19:39:00,EI,CASH,360.00,0.00,360.00,23.55,false,dbo
4532,PJ1,1,3,2003-10-25 18:31:00,2003-10-25 20:39:00,EI,CASH,630.00,0.00,630.00,41.21,false,dbo
4533,ZM1,1,3,2003-10-25 18:39:00,2003-10-25 19:29:00,EI,MC,240.00,7.00,233.00,15.24,false,dbo
4534,ZM1,1,4,2003-10-25 18:40:00,2003-10-25 19:54:00,EI,MC,785.00,34.25,750.75,49.11,false,dbo
4535,ZF1,3,4,2003-10-25 18:41:00,2003-10-25 21:00:00,EI,VISA,460.00,0.00,460.00,30.09,false,dbo
4536,ZF1,3,5,2003-10-25 18:53:00,2003-10-25 19:29:00,EI,CASH,80.00,0.00,80.00,5.23,false,dbo
4537,PJ1,3,3,2003-10-25 19:00:00,2003-10-25 19:39:00,EI,MC,130.00,6.50,123.50,8.08,false,dbo
4538,PH1,3,2,2003-10-25 19:23:00,2003-10-25 20:48:00,EI,MC,190.00,7.00,183.00,11.97,false,dbo
4539,ZF1,3,2,2003-10-25 19:25:00,2003-10-25 20:02:00,EI,CASH,540.00,0.00,540.00,35.33,false,dbo
4540,ZM1,1,0,2003-10-25 19:26:00,2003-10-25 19:53:00,TG,CASH,1310.00,189.00,1121.00,73.34,false,dbo
4541,RH2,3,1,2003-10-25 20:15:00,2003-10-25 21:26:00,EI,MC,470.00,18.50,451.50,29.54,false,dbo
4542,ZM1,1,4,2003-10-26 10:46:00,2003-10-26 11:39:00,EI,MC,220.00,11.00,209.00,13.67,false,dbo
4543,ZF1,5,2,2003-10-26 11:02:00,2003-10-26 13:10:00,EI,MC,1180.00,118.00,1062.00,69.48,false,dbo
4544,ZM1,1,5,2003-10-26 11:50:00,2003-10-26 12:47:00,EI,CASH,330.00,0.00,330.00,21.59,false,dbo
2178,CS1,3,5,2002-11-09 10:59:00,2002-11-09 13:04:00,EI,CHK,360.00,0.00,360.00,23.55,false,dbo
4545,ZM1,1,7,2003-10-26 12:07:00,2003-10-26 14:08:00,EI,VISA,250.00,0.00,250.00,16.36,false,dbo
4546,ZM1,3,1,2003-10-26 12:13:00,2003-10-26 14:10:00,EI,MC,460.00,15.50,444.50,29.08,false,dbo
4547,ZM1,3,5,2003-10-26 18:54:00,2003-10-26 20:58:00,EI,CASH,400.00,0.00,400.00,26.17,false,dbo
4548,PJ1,3,1,2003-10-26 20:01:00,2003-10-26 20:43:00,EI,CASH,310.00,0.00,310.00,20.28,false,dbo
4549,ZM1,1,5,2003-10-27 18:52:00,2003-10-27 20:37:00,EI,MC,540.00,27.00,513.00,33.56,false,dbo
4550,RH1,1,1,2003-10-27 19:12:00,2003-10-27 20:28:00,EI,CASH,725.00,0.00,725.00,47.43,false,dbo
4551,ZF1,3,3,2003-10-28 10:37:00,2003-10-28 11:12:00,EI,MC,1000.00,45.00,955.00,62.48,false,dbo
4552,ZM1,1,2,2003-10-28 11:22:00,2003-10-28 12:01:00,EI,CASH,950.00,0.00,950.00,62.15,false,dbo
4553,ZM1,1,1,2003-10-28 20:01:00,2003-10-28 22:08:00,EI,CASH,1010.00,0.00,1010.00,66.07,false,dbo
2410,ZF1,3,3,2002-12-08 11:38:00,2002-12-08 13:38:00,EI,CHK,130.00,0.00,130.00,8.50,false,dbo
2411,ZM1,1,3,2002-12-08 18:31:00,2002-12-08 20:08:00,EI,CASH,480.00,0.00,480.00,31.40,false,dbo
2412,ZF1,3,3,2002-12-08 18:37:00,2002-12-08 19:24:00,EI,CASH,320.00,0.00,320.00,20.93,false,dbo
2413,PH1,4,2,2002-12-08 19:24:00,2002-12-08 20:32:00,EI,AMEX,30.00,0.00,30.00,1.96,false,dbo
2190,RH1,3,3,2002-11-09 19:34:00,2002-11-09 21:08:00,EI,CHK,1380.00,123.00,1257.00,82.23,false,dbo
2191,ZF1,6,2,2002-11-09 20:02:00,2002-11-09 22:00:00,EI,MC,1250.00,125.00,1125.00,73.60,false,dbo
2192,ZF1,3,8,2002-11-09 20:08:00,2002-11-09 22:01:00,EI,AMEX,815.00,0.00,815.00,53.32,false,dbo
2193,PJ1,4,2,2002-11-09 20:21:00,2002-11-09 22:18:00,EI,CASH,420.00,0.00,420.00,27.48,false,dbo
2194,ZM1,4,1,2002-11-10 11:11:00,2002-11-10 12:02:00,EI,VISA,50.00,0.00,50.00,3.27,false,dbo
2195,ZM1,3,1,2002-11-10 11:17:00,2002-11-10 12:04:00,EI,CASH,220.00,0.00,220.00,14.39,false,dbo
2196,ZM1,2,3,2002-11-10 11:36:00,2002-11-10 12:05:00,EI,MC,805.00,40.25,764.75,50.03,false,dbo
2197,PH1,3,5,2002-11-10 11:51:00,2002-11-10 12:42:00,EI,CASH,510.00,0.00,510.00,33.36,false,dbo
2198,PH1,4,3,2002-11-10 12:00:00,2002-11-10 13:12:00,EI,VISA,1340.00,134.00,1206.00,78.90,false,dbo
2199,ZM1,1,2,2002-11-10 12:20:00,2002-11-10 13:40:00,EI,MC,150.00,7.50,142.50,9.32,false,dbo
2200,ZF1,1,0,2002-11-10 18:53:00,2002-11-10 19:09:00,TG,MC,405.00,12.75,392.25,25.66,false,dbo
2201,ZM1,4,7,2002-11-10 19:07:00,2002-11-10 20:45:00,EI,MC,510.00,18.00,492.00,32.19,false,dbo
2202,PH1,3,4,2002-11-10 19:42:00,2002-11-10 20:20:00,EI,CHK,485.00,0.00,485.00,31.73,false,dbo
2203,PJ1,3,1,2002-11-10 20:17:00,2002-11-10 21:01:00,EI,VISA,340.00,0.00,340.00,22.24,false,dbo
2204,ZM1,1,2,2002-11-10 20:20:00,2002-11-10 21:33:00,EI,MC,870.00,43.50,826.50,54.07,false,dbo
2205,PH1,2,4,2002-11-11 11:43:00,2002-11-11 12:35:00,EI,MC,220.00,11.00,209.00,13.67,false,dbo
2206,ZM1,3,4,2002-11-11 11:47:00,2002-11-11 12:50:00,EI,CASH,65.00,0.00,65.00,4.25,false,dbo
2207,ZM1,3,3,2002-11-11 18:37:00,2002-11-11 20:47:00,EI,CASH,360.00,0.00,360.00,23.55,false,dbo
2208,ZF1,4,2,2002-11-11 19:26:00,2002-11-11 20:56:00,EI,CASH,220.00,0.00,220.00,14.39,false,dbo
2209,ZF1,4,5,2002-11-11 19:50:00,2002-11-11 22:04:00,EI,CASH,530.00,0.00,530.00,34.67,false,dbo
2210,ZM1,4,4,2002-11-12 10:43:00,2002-11-12 11:53:00,EI,MC,175.00,8.75,166.25,10.88,false,dbo
2211,ZM1,3,3,2002-11-12 12:00:00,2002-11-12 13:35:00,EI,MC,300.00,7.50,292.50,19.14,false,dbo
2212,ZM1,3,5,2002-11-12 18:56:00,2002-11-12 19:57:00,EI,VISA,760.00,0.00,760.00,49.72,false,dbo
2213,ZM1,3,4,2002-11-12 20:04:00,2002-11-12 21:18:00,EI,VISA,460.00,0.00,460.00,30.09,false,dbo
2214,PJ1,4,6,2002-11-12 20:06:00,2002-11-12 22:25:00,EI,MC,655.00,27.75,627.25,41.04,false,dbo
2215,ZM1,2,1,2002-11-13 19:15:00,2002-11-13 20:14:00,EI,MC,495.00,17.25,477.75,31.25,false,dbo
2216,ZF1,2,5,2002-11-14 10:50:00,2002-11-14 13:01:00,EI,CASH,300.00,0.00,300.00,19.63,false,dbo
2217,PJ1,2,1,2002-11-14 19:18:00,2002-11-14 19:57:00,EI,CASH,440.00,0.00,440.00,28.79,false,dbo
2218,ZF1,3,3,2002-11-14 19:38:00,2002-11-14 21:14:00,EI,CASH,80.00,0.00,80.00,5.23,false,dbo
2219,ZF1,4,4,2002-11-14 19:42:00,2002-11-14 21:02:00,EI,CASH,410.00,0.00,410.00,26.82,false,dbo
2220,ZF1,1,0,2002-11-14 20:00:00,2002-11-14 20:16:00,TG,MC,310.00,10.50,299.50,19.59,false,dbo
2221,CS1,2,4,2002-11-15 10:43:00,2002-11-15 12:07:00,EI,MC,480.00,19.00,461.00,30.16,false,dbo
2222,ZM1,6,4,2002-11-15 10:48:00,2002-11-15 11:43:00,EI,MC,1370.00,137.00,1233.00,80.66,false,dbo
2223,ZM1,2,2,2002-11-15 18:29:00,2002-11-15 19:40:00,EI,CASH,240.00,0.00,240.00,15.70,false,dbo
2224,ZF1,3,4,2002-11-15 18:43:00,2002-11-15 20:11:00,EI,CASH,1180.00,162.00,1018.00,66.60,false,dbo
2225,ZF1,3,1,2002-11-15 19:16:00,2002-11-15 20:56:00,EI,MC,250.00,12.50,237.50,15.54,false,dbo
2450,ZF1,3,5,2002-12-15 11:55:00,2002-12-15 13:42:00,EI,CASH,350.00,0.00,350.00,22.90,false,dbo
2451,RH1,3,3,2002-12-15 18:37:00,2002-12-15 20:49:00,EI,CASH,700.00,0.00,700.00,45.79,false,dbo
2452,ZF1,2,2,2002-12-15 19:02:00,2002-12-15 20:03:00,EI,CASH,500.00,0.00,500.00,32.71,false,dbo
2453,ZF1,2,7,2002-12-15 19:07:00,2002-12-15 20:13:00,EI,MC,430.00,16.50,413.50,27.05,false,dbo
2454,ZF1,3,1,2002-12-15 19:12:00,2002-12-15 21:00:00,EI,CASH,320.00,0.00,320.00,20.93,false,dbo
2455,RH2,3,1,2002-12-15 19:13:00,2002-12-15 20:26:00,EI,VISA,430.00,0.00,430.00,28.13,false,dbo
2456,PJ1,2,5,2002-12-16 19:51:00,2002-12-16 20:40:00,EI,MC,560.00,28.00,532.00,34.80,false,dbo
2457,PJ1,1,5,2002-12-17 10:57:00,2002-12-17 12:03:00,EI,CASH,720.00,0.00,720.00,47.10,false,dbo
2458,ZF1,3,5,2002-12-17 11:51:00,2002-12-17 13:47:00,EI,CASH,380.00,0.00,380.00,24.86,false,dbo
2459,ZF1,2,4,2002-12-17 18:44:00,2002-12-17 20:11:00,EI,CASH,575.00,0.00,575.00,37.62,false,dbo
2460,ZM1,1,0,2002-12-17 18:51:00,2002-12-17 19:08:00,TG,MC,990.00,47.00,943.00,61.69,false,dbo
2461,PJ1,3,3,2002-12-17 19:31:00,2002-12-17 20:25:00,EI,CASH,450.00,0.00,450.00,29.44,false,dbo
2462,ZM1,3,5,2002-12-18 11:53:00,2002-12-18 12:46:00,EI,MC,390.00,14.50,375.50,24.57,false,dbo
2463,RH1,2,1,2002-12-18 20:10:00,2002-12-18 22:28:00,EI,CASH,320.00,0.00,320.00,20.93,false,dbo
2464,PH1,4,1,2002-12-18 20:19:00,2002-12-18 20:52:00,EI,CHK,1820.00,172.00,1648.00,107.81,false,dbo
2465,PJ1,1,4,2002-12-19 11:48:00,2002-12-19 13:23:00,EI,MC,710.00,28.00,682.00,44.62,false,dbo
